Player,year,length,avg_salary,cap,poc,Pos,Age,Tm,G,FG,FGA,FG.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,TS.,X3PAr,FTr,USG.,OWS,DWS,OBPM,DBPM
Serge Ibaka,2020,2,9500000,109140000,0.08704416345977643,C,30,TOR,55,6.2,12.2,0.512,1.3,3.3,0.385,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2,15.4,0.583,0.272,0.185,24,1.2,2.7,0.1,0
Chris Boucher,2020,2,6750000,109140000,0.06184716877405168,C,27,TOR,62,2.3,4.8,0.472,0.6,1.9,0.322,1.5,1.9,0.784,1.7,2.7,4.5,0.4,0.4,1,0.5,6.6,0.587,0.395,0.388,19.7,2.1,1.8,1,1
Jae Crowder,2020,3,9666666.666666666,109140000,0.08857125404679005,SF-PF,29,TOT,65,3.5,8.7,0.401,2.1,6.1,0.343,1.5,1.9,0.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,10.5,0.553,0.7,0.222,15.5,1.6,2.2,-0.5,0.4
Alec Burks,2020,1,6000000,109140000,0.05497526113249038,SF-SG,28,TOT,66,4.9,11.6,0.418,1.8,4.6,0.385,3.6,4,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,15,0.561,0.392,0.345,23.8,2.5,1.2,1.2,-0.7
Kentavious Caldwell-Pope,2020,3,13000000,109140000,0.11911306578706249,SG,26,LAL,69,3.4,7.3,0.467,1.3,3.5,0.385,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,9.3,0.584,0.471,0.201,14.7,1.9,1.9,-1.2,0.4
Marcus Morris,2020,4,16000000,109140000,0.1466006963533077,SF-PF,30,TOT,62,5.7,13.1,0.438,2.3,5.6,0.408,2.9,3.5,0.823,1,4.1,5,1.4,0.8,0.5,1.6,16.7,0.57,0.43,0.272,21.9,2.1,1.5,0.6,-0.7
Dario Šarić,2020,3,9000000,109140000,0.08246289169873557,PF,25,PHO,66,3.9,8.2,0.476,1.3,3.6,0.357,1.6,1.9,0.844,1.5,4.6,6.2,1.9,0.6,0.2,1.3,10.7,0.592,0.437,0.238,17.8,2.1,1.5,-0.1,-0.3
Dāvis Bertāns,2020,5,16000000,109140000,0.1466006963533077,PF,27,WAS,54,4.9,11.3,0.434,3.7,8.7,0.424,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,15.4,0.628,0.774,0.2,19,3,0.5,2.7,-1.8
Goran Dragić,2020,NA,NA,109140000,NA,PG,33,MIA,59,5.4,12.3,0.441,2.1,5.7,0.367,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,16.2,0.573,0.467,0.34,25.9,2.2,1.3,1.4,-1.6
Paul Millsap,2020,1,10000000,109140000,0.0916254352208173,PF,34,DEN,51,4.1,8.6,0.482,1.1,2.4,0.435,2.3,2.8,0.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,11.6,0.591,0.283,0.322,20,2.1,1.4,0.3,-0.2
Brad Wanamaker,2020,1,2250000,109140000,0.02061572292468389,PG,30,BOS,71,2.3,5.1,0.448,0.5,1.4,0.363,1.8,1.9,0.926,0.3,1.7,2,2.5,0.9,0.2,1.1,6.9,0.577,0.282,0.376,15.5,1.8,1.8,-1.9,1.3
Jordan Clarkson,2020,4,13000000,109140000,0.11911306578706249,SG,27,TOT,71,5.5,12.2,0.454,2.1,5.8,0.368,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,15.2,0.574,0.476,0.19,26.3,2.4,1,2.4,-1.3
Pat Connaughton,2020,3,5333333.333333333,109140000,0.04886689878443589,SG,27,MIL,67,2,4.5,0.455,0.8,2.5,0.331,0.5,0.6,0.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,5.4,0.565,0.551,0.133,12.3,1.1,2.3,-0.9,1.5
Mason Plumlee,2020,3,8333333.333333334,109140000,0.07635452935068109,C,29,DEN,61,2.9,4.7,0.615,0,0.1,0,1.4,2.5,0.535,1.6,3.6,5.2,2.5,0.5,0.6,1.3,7.2,0.613,0.017,0.538,18,2,1.4,0.3,1.7
Wesley Matthews,2020,1,3600000,109140000,0.032985156679494226,SG,33,MIL,67,2.5,6.3,0.396,1.6,4.4,0.364,0.8,1,0.765,0.3,2.1,2.5,1.4,0.6,0.1,0.6,7.4,0.547,0.704,0.161,12.5,0.8,2.4,-2.6,0.7
Bogdan Bogdanović,2020,4,18000000,109140000,0.16492578339747113,SG,27,SAC,61,5.5,12.6,0.44,2.7,7.2,0.372,1.4,1.9,0.741,0.4,3,3.4,3.4,1,0.2,1.7,15.1,0.565,0.576,0.151,22.6,1.8,1.3,1.2,-0.5
Langston Galloway,2020,1,2000000,109140000,0.01832508704416346,SG,28,DET,66,3.6,8.2,0.435,2,5,0.399,1.1,1.3,0.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,10.3,0.584,0.611,0.157,15.9,2.4,0.7,0,-0.9
JaMychal Green,2020,2,7500000,109140000,0.06871907641561298,PF,29,LAC,63,2.4,5.6,0.429,1.5,3.8,0.387,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,6.8,0.576,0.676,0.136,13.7,1.1,2,-1.2,0.7
Tristan Thompson,2020,2,9500000,109140000,0.08704416345977643,PF,28,CLE,57,5.1,9.9,0.512,0.2,0.4,0.391,1.7,2.8,0.615,4,6.2,10.1,2.1,0.6,0.9,1.8,12,0.54,0.041,0.286,18.3,2,1.1,-0.3,-1.3
Marc Gasol,2020,2,2500000,109140000,0.022906358805204325,C,35,TOR,44,2.7,6.3,0.427,1.3,3.4,0.385,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,7.5,0.551,0.53,0.176,13.2,0.8,2.2,-1.2,2.8
D.J. Augustin,2020,3,7000000,109140000,0.06413780465457211,PG,32,ORL,57,3.2,8.1,0.399,1.2,3.5,0.348,2.8,3.2,0.89,0.4,1.8,2.1,4.6,0.6,0,1.5,10.5,0.554,0.436,0.393,19.1,2,0.9,-0.3,-1.3
Willie Cauley-Stein,2020,2,4099999.9999999995,109140000,0.037566428440535087,C,26,TOT,54,3.2,5.6,0.579,0,0,0,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,7.2,0.589,0.003,0.219,14.4,1.5,1.5,-1.2,1.7
Glenn Robinson,2020,1,2000000,109140000,0.01832508704416346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damian Jones,2020,2,1850000,109140000,0.016950705515851202,C,24,ATL,55,2.2,3.2,0.68,0,0.2,0.222,1.1,1.5,0.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,5.6,0.712,0.051,0.472,11.4,2.2,0.6,-1.6,0.1
Maurice Harkless,2020,1,3600000,109140000,0.032985156679494226,PF-SF,26,TOT,62,2.3,4.6,0.502,0.5,1.6,0.347,0.6,1.1,0.591,0.9,3,3.9,1.1,0.9,0.5,0.9,5.8,0.572,0.346,0.233,10.7,0.8,1.9,-2.6,1.9
Alex Len,2020,1,2300000,109140000,0.02107385010078798,C,26,TOT,55,3.2,5.8,0.555,0.3,1.1,0.271,1.2,1.9,0.648,1.8,4,5.8,0.9,0.4,0.9,1,8,0.6,0.185,0.329,18.1,1.5,1,-0.5,-0.3
Jeff Teague,2020,1,2600000,109140000,0.0238226131574125,PG,31,TOT,59,3.6,8.3,0.436,0.7,2,0.368,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2,10.9,0.557,0.239,0.403,19.5,1.9,0.6,-0.2,-1.3
Bismack Biyombo,2020,1,2300000,109140000,0.02107385010078798,C,27,CHO,53,2.8,5.2,0.543,0,0,NA,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,7.4,0.57,0,0.543,16.8,1.5,0.9,-1.8,-0.7
James Ennis,2020,1,3300000,109140000,0.030236393622869707,SF-SG,29,TOT,69,2.3,5.2,0.446,0.8,2.4,0.325,1.1,1.4,0.806,1,2.5,3.6,0.9,0.5,0.3,0.8,6.6,0.565,0.471,0.273,15.7,1,1.4,-2.2,-0.4
Austin Rivers,2020,3,3333333.3333333335,109140000,0.030541811740272436,SG,27,HOU,68,3.1,7.4,0.421,1.4,4,0.356,1.1,1.6,0.703,0.4,2.2,2.6,1.7,0.7,0.1,0.7,8.8,0.542,0.539,0.222,15.6,1.2,1.2,-2.1,-0.4
Garrett Temple,2020,1,4800000,109140000,0.0439802089059923,SG,33,BRK,62,3.6,9.5,0.378,2,6.2,0.329,1.1,1.4,0.805,0.5,3,3.5,2.5,0.8,0.5,1,10.3,0.513,0.658,0.148,16.6,0.7,1.7,-1.4,0.3
Kris Dunn,2020,2,5000000,109140000,0.04581271761040865,PG,25,CHI,51,3,6.7,0.444,0.6,2.2,0.259,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2,0.3,1.3,7.3,0.51,0.327,0.158,14.6,0.3,2,-3.7,3.1
Aron Baynes,2020,2,7150000,109140000,0.06551218618288437,C,33,PHO,42,4.4,9.1,0.48,1.4,4,0.351,1.3,1.8,0.747,1.7,4,5.6,1.6,0.2,0.5,1.2,11.5,0.581,0.441,0.197,21.1,1.3,0.8,-0.2,-0.8
Jeff Green,2020,1,2560000,109140000,0.02345611141652923,PF-C,33,TOT,48,3.3,7.2,0.462,1.3,3.8,0.339,1.5,1.9,0.802,0.5,2.3,2.8,1,0.5,0.4,0.9,9.4,0.59,0.532,0.265,19,1.2,0.9,0,-0.1
Meyers Leonard,2020,2,10000000,109140000,0.0916254352208173,C,27,MIA,51,2.3,4.6,0.509,1,2.5,0.414,0.4,0.5,0.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,6.1,0.627,0.547,0.12,12.2,0.9,1.2,-1.3,0.4
Torrey Craig,2020,1,1700000,109140000,0.01557632398753894,SF,29,DEN,58,2.1,4.6,0.461,0.8,2.4,0.326,0.4,0.6,0.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,5.4,0.553,0.513,0.134,12.6,1.1,0.9,-2,-0.3
Michael Carter-Williams,2020,2,3000000,109140000,0.02748763056624519,SG,28,ORL,45,2.5,5.8,0.427,0.5,1.7,0.293,1.8,2.1,0.832,1,2.2,3.3,2.4,1.1,0.5,1.2,7.2,0.535,0.288,0.365,18.3,0.7,1.2,-1.5,1.6
Patrick Patterson,2020,1,3000000,109140000,0.02748763056624519,PF,30,LAC,59,1.6,3.9,0.408,1.1,2.9,0.39,0.6,0.7,0.814,0.6,2,2.6,0.7,0.1,0.1,0.4,4.9,0.58,0.738,0.185,14.7,1.1,0.8,0.8,-0.5
Bobby Portis,2020,2,3700000,109140000,0.033901411031702404,PF,24,NYK,66,4,8.9,0.45,1,2.8,0.358,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,10.1,0.53,0.317,0.158,21.4,0.9,1,0,-1.1
Jevon Carter,2020,3,3833333.3333333335,109140000,0.0351230835013133,PG,24,PHO,58,1.7,4.2,0.416,1.1,2.5,0.425,0.4,0.5,0.852,0.5,1.5,2,1.4,0.8,0.3,0.6,4.9,0.563,0.601,0.111,12.9,0.8,1,-0.7,1.3
Wesley Iwundu,2020,2,1750000,109140000,0.016034451163643028,SF,25,ORL,52,1.9,4.5,0.416,0.5,1.6,0.341,1.5,1.9,0.804,0.5,2.1,2.5,1.2,0.5,0.3,0.5,5.8,0.544,0.352,0.416,13.7,0.8,0.8,-2.7,0
De'Anthony Melton,2020,4,8750000,109140000,0.08017225581821513,PG,21,MEM,60,2.7,6.7,0.401,0.7,2.3,0.286,1.6,2,0.769,0.7,3,3.7,2.9,1.3,0.3,1.4,7.6,0.501,0.349,0.302,19.2,0.1,1.7,-2.2,2
Elfrid Payton,2020,1,4800000,109140000,0.0439802089059923,PG,25,NYK,45,4.3,9.8,0.439,0.3,1.5,0.203,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,10,0.47,0.157,0.195,19.5,0.5,1.2,-0.4,0.4
Harry Giles,2020,1,1700000,109140000,0.01557632398753894,C,21,SAC,46,3,5.5,0.554,0,0,0,0.8,1.1,0.776,0.9,3.2,4.1,1.3,0.5,0.4,1,6.9,0.58,0.008,0.195,20.6,0.8,0.8,-2.2,0.9
Avery Bradley,2020,2,5800000,109140000,0.053142752428074036,SG,29,LAL,49,3.5,7.8,0.444,1.3,3.5,0.364,0.4,0.5,0.833,0.4,2,2.3,1.3,0.9,0.1,1,8.6,0.537,0.452,0.063,15.7,0.2,1.4,-3,0.5
Bryn Forbes,2020,2,2400000,109140000,0.02199010445299615,SG,26,SAS,63,3.8,9.2,0.417,2.3,6,0.388,1.2,1.4,0.833,0.2,1.8,2,1.7,0.5,0,0.9,11.2,0.57,0.656,0.155,18.5,1.3,0.3,-0.6,-2.1
Robin Lopez,2020,1,7300000,109140000,0.06688656771119662,C,31,MIL,66,2.2,4.5,0.492,0.5,1.6,0.333,0.4,0.8,0.528,0.8,1.6,2.4,0.7,0.2,0.7,1,5.4,0.554,0.351,0.177,16.6,-0.1,1.6,-3,0.4
Solomon Hill,2020,1,2200000,109140000,0.020157595748579806,PF,28,TOT,59,1.9,4.7,0.396,1.1,2.9,0.368,0.7,0.9,0.741,0.5,2.3,2.8,1.8,0.7,0.2,0.9,5.5,0.535,0.615,0.194,13.6,0.4,1.1,-2,0.3
Markieff Morris,2020,1,2300000,109140000,0.02107385010078798,PF,30,TOT,58,3.5,7.9,0.443,1.5,3.9,0.386,1.1,1.5,0.776,0.7,3.1,3.8,1.3,0.5,0.3,1.3,9.7,0.565,0.498,0.186,20.9,0.5,1,-1.1,-0.9
Rajon Rondo,2020,2,7500000,109140000,0.06871907641561298,PG,33,LAL,48,2.9,6.8,0.418,0.9,2.6,0.328,0.6,0.9,0.659,0.5,2.5,3,5,0.8,0,1.9,7.1,0.494,0.381,0.125,18.7,0.1,1.3,-1.2,-0.1
Trey Burke,2020,3,3333333.3333333335,109140000,0.030541811740272436,PG,27,TOT,33,2.8,6.3,0.45,1,2.3,0.427,0.7,0.9,0.793,0.5,1,1.5,2.5,0.5,0.1,0.6,7.4,0.548,0.359,0.139,20,1,0.4,0.8,-1
Jahlil Okafor,2020,2,2000000,109140000,0.01832508704416346,C,24,NOP,30,3.4,5.4,0.623,0,0.1,0.333,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,8.1,0.642,0.019,0.383,19.9,0.9,0.4,-0.5,0.3
Malik Beasley,2020,4,15000000,109140000,0.13743815283122596,SG,23,TOT,55,4.1,9.7,0.425,1.9,5,0.388,1,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1,11.2,0.546,0.517,0.124,21.8,0.4,0.8,-0.7,-1.4
Gary Clark,2020,2,2049999.9999999998,109140000,0.018783214220267543,SF-PF,25,TOT,42,1.3,3.2,0.406,0.9,2.6,0.351,0.2,0.2,0.9,0.9,1.7,2.6,0.4,0.1,0.5,0.2,3.7,0.568,0.835,0.075,11,0.7,0.5,-0.9,-1
Raul Neto,2020,1,1900000,109140000,0.017408832691955287,PG,27,PHI,54,1.9,4.1,0.455,0.6,1.6,0.386,0.7,0.9,0.83,0.2,0.9,1.1,1.8,0.4,0.1,0.9,5.1,0.567,0.396,0.212,18.7,0.5,0.6,-1.2,-0.6
JaKarr Sampson,2020,1,1900000,109140000,0.017408832691955287,PF,26,IND,34,2,3.4,0.591,0.1,0.4,0.154,0.5,0.8,0.667,0.6,2,2.6,0.6,0.5,0.4,0.4,4.6,0.615,0.113,0.235,13.2,0.6,0.7,-2.8,1.4
Sterling Brown,2020,1,1700000,109140000,0.01557632398753894,SF,24,MIL,52,1.8,4.9,0.371,0.8,2.6,0.324,0.6,0.8,0.8,0.6,2.9,3.5,1,0.6,0.1,0.8,5.1,0.486,0.531,0.156,17,-0.4,1.5,-3,1
Rodney Hood,2020,2,10500000,109140000,0.09620670698185817,SF,27,POR,21,4.1,8.2,0.506,1.7,3.4,0.493,1,1.3,0.778,0.5,3,3.4,1.5,0.8,0.2,0.9,11,0.625,0.413,0.157,13.9,0.9,0.2,-0.4,-0.5
Reggie Jackson,2020,1,2300000,109140000,0.02107385010078798,SG-PG,29,TOT,31,4.3,10.5,0.411,1.8,4.7,0.393,1.5,1.7,0.833,0.5,2.4,3,4.1,0.4,0.2,1.6,11.9,0.529,0.445,0.166,23.1,0.6,0.5,0.8,-1.2
Damyean Dotson,2020,2,2000000,109140000,0.01832508704416346,SG,25,NYK,48,2.5,6,0.414,1.2,3.4,0.362,0.5,0.7,0.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,6.7,0.527,0.562,0.114,16.5,0.6,0.4,-0.9,-0.5
Juan Hernangómez,2020,3,7000000,109140000,0.06413780465457211,PF,24,TOT,48,2.1,5.1,0.405,0.9,2.7,0.341,0.9,1.5,0.62,0.9,3.2,4.1,0.8,0.4,0.2,0.7,6,0.518,0.522,0.287,15.7,0.2,0.7,-2.2,-1.1
E'Twaun Moore,2020,1,2300000,109140000,0.02107385010078798,SG,30,NOP,56,3.3,7.8,0.426,1.1,3,0.377,0.6,0.8,0.689,0.6,1.8,2.3,1.4,0.6,0.2,0.7,8.3,0.51,0.382,0.103,19.9,0.3,0.7,-1.9,-0.8
Kenrich Williams,2020,3,2000000,109140000,0.01832508704416346,PF,25,NOP,39,1.3,3.8,0.347,0.6,2.5,0.258,0.2,0.7,0.346,1.3,3.5,4.8,1.5,0.7,0.5,0.6,3.5,0.429,0.66,0.177,8.9,0.1,0.8,-3.4,0.9
Jared Dudley,2020,1,2560000,109140000,0.02345611141652923,PF,34,LAL,45,0.5,1.3,0.4,0.4,0.9,0.429,0,0,1,0.1,1,1.2,0.6,0.3,0.1,0.2,1.5,0.558,0.7,0.033,8,0.3,0.5,-2.8,2
Drew Eubanks,2020,3,1766666.6666666665,109140000,0.01618716022234439,C,22,SAS,22,2,3,0.642,0,0,1,0.9,1.2,0.769,1.3,2.6,3.9,0.7,0.2,0.8,1,4.9,0.682,0.015,0.388,15.8,0.5,0.3,-1.4,-0.3
Willy Hernangómez,2020,1,1700000,109140000,0.01557632398753894,C,25,CHO,31,2.4,4.5,0.532,0.2,0.7,0.227,1.2,1.9,0.627,1.4,2.9,4.3,0.9,0.3,0.2,1,6.1,0.576,0.158,0.424,22.9,0.4,0.4,0.6,-0.5
Tyler Johnson,2020,1,2000000,109140000,0.01832508704416346,PG-SG,27,TOT,39,2.5,6.4,0.388,1,3.1,0.319,1.1,1.3,0.84,0.5,1.5,1.9,1.9,0.4,0.2,0.7,7,0.504,0.476,0.2,18,0.3,0.5,-2,-0.9
John Konchar,2020,4,2250000,109140000,0.02061572292468389,SG,23,MEM,19,1.3,1.9,0.649,0.3,0.5,0.5,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,2.8,0.713,0.27,0.054,10.3,0.5,0.2,2.5,2
Nicolas Batum,2020,1,2560000,109140000,0.02345611141652923,SF,31,CHO,22,1.3,3.7,0.346,0.6,2.2,0.286,0.4,0.5,0.9,1.1,3.4,4.5,3,0.8,0.4,1,3.6,0.463,0.605,0.123,9.4,0.2,0.4,-2.8,0.9
Kent Bazemore,2020,1,2300000,109140000,0.02107385010078798,SF,30,TOT,68,2.9,7.9,0.375,1.2,3.6,0.344,1.7,2.2,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,8.8,0.499,0.457,0.275,17.5,-0.9,1.5,-3.4,0.3
Josh Jackson,2020,2,4900000,109140000,0.04489646325820048,SF,22,MEM,22,3.2,7.2,0.44,1,3.3,0.319,1.6,2.3,0.7,0.5,2.5,3,1.6,0.8,0.4,1.3,9,0.547,0.453,0.314,22.8,0.1,0.5,-1.1,1.1
Denzel Valentine,2020,1,4700000,109140000,0.04306395455378413,SF,26,CHI,36,2.7,6.6,0.409,1.3,3.8,0.336,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,6.8,0.511,0.578,0.034,23.3,-0.1,0.6,-0.8,0.2
Bruno Caboclo,2020,1,2000000,109140000,0.01832508704416346,C,24,TOT,30,1.3,3,0.427,0.2,1.1,0.182,0.3,0.3,0.889,0.8,1.2,2,0.4,0.5,0.6,0.4,3,0.484,0.371,0.101,18,0,0.4,-3,0.9
Wayne Ellington,2020,1,2560000,109140000,0.02345611141652923,SG,32,NYK,36,1.7,4.8,0.351,1.4,4,0.35,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,5.1,0.509,0.822,0.075,15,0.2,0.2,-1.9,-0.9
DaQuan Jeffries,2020,2,1500000,109140000,0.013743815283122594,SG,22,SAC,13,1.5,3.1,0.5,0.4,1.4,0.278,0.4,0.5,0.833,0.2,1.2,1.4,0.5,0.3,0.1,0.2,3.8,0.586,0.45,0.15,13.7,0.2,0.1,-2.7,-1.1
DeAndre' Bembry,2020,2,1850000,109140000,0.016950705515851202,SG,25,ATL,43,2.4,5.3,0.456,0.3,1.5,0.231,0.6,1.1,0.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,5.8,0.5,0.285,0.211,14,-0.5,0.8,-3.5,1.1
Matthew Dellavedova,2020,1,2200000,109140000,0.020157595748579806,PG,29,CLE,57,1.1,3.1,0.354,0.4,1.6,0.231,0.6,0.6,0.865,0.3,1,1.3,3.2,0.4,0,1,3.1,0.463,0.52,0.211,13,0.1,0.1,-3.6,-1.6
Wenyen Gabriel,2020,2,1700000,109140000,0.01557632398753894,PF,22,TOT,30,0.7,1.6,0.438,0.2,0.7,0.3,0.5,0.7,0.682,0.7,1,1.7,0.3,0.4,0.2,0.5,2.1,0.546,0.417,0.458,13.4,0,0.2,-3.7,-0.1
Kelan Martin,2020,2,1500000,109140000,0.013743815283122594,SF,24,MIN,31,2.3,5.8,0.392,0.8,3.1,0.26,1,1,0.968,0.4,2.7,3.1,0.7,0.2,0.3,0.6,6.4,0.506,0.53,0.171,17.8,-0.1,0.3,-3.3,-1
Sindarius Thornwell,2020,2,1750000,109140000,0.016034451163643028,SF,25,NOP,2,3,5.5,0.545,1,2,0.5,1,2,0.5,0,2,2,2,0.5,0.5,1,8,0.627,0.364,0.364,17.3,0,0,-0.1,-1.2
Zylan Cheatham,2020,3,1666666.6666666667,109140000,0.015270905870136218,PF,24,NOP,4,1.5,2.3,0.667,0,0.3,0,0,0,NA,0.8,1.5,2.3,0.8,0.3,0.3,1,3,0.667,0.111,0,10.4,0,0,-6.5,-0.6
Jerian Grant,2020,1,1900000,109140000,0.017408832691955287,SG,27,WAS,6,1.7,4.5,0.37,0.3,1.3,0.25,0.8,1.2,0.714,0.3,0.7,1,1.5,0.2,0.2,0.5,4.5,0.449,0.296,0.259,17.2,0,0,-4.8,-2
Udonis Haslem,2020,1,2600000,109140000,0.0238226131574125,C,39,MIA,4,1,2.8,0.364,0.3,0.8,0.333,0.8,1,0.75,0.3,3.8,4,0.3,0,0,0.3,3,0.47,0.273,0.364,13.8,0,0.1,-6.1,-1.4
Dwayne Bacon,2020,2,1750000,109140000,0.016034451163643028,SG,24,CHO,39,2.2,6.3,0.348,0.5,1.7,0.284,0.9,1.4,0.66,0.4,2.2,2.6,1.3,0.6,0.1,0.9,5.7,0.419,0.275,0.217,19.5,-1.2,0.4,-5.9,-0.9
Jontay Porter,2020,3,2000000,109140000,0.01832508704416346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
